molecule_chembl_id,canonical_smiles,standard_value
CHEMBL5558995,COc1cc2c(cc1OC)Oc1c(O)ccc3c1[C@@H](C2)N(C)CC3,320.0
CHEMBL5567009,COc1cc2c(cc1O)C[C@@H]1c3c(ccc(O)c3O2)CCN1C,220.0
CHEMBL452776,COc1cc2c(cc1O)Oc1c(O)ccc3c1[C@H](C2)N(C)CC3,30.0
CHEMBL486189,C=C1CCC[C@]2(C)Cc3occ(C)c3C[C@@H]12,2500.0
CHEMBL388342,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,520.0
CHEMBL228082,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,3020.0
CHEMBL469423,COc1c(O)cc2c3c1-c1ccccc1C[C@H]3NCC2,5730.0
CHEMBL2316499,COc1c(O)cc2c3c1-c1ccccc1C[C@H]3N(C)CC2,1140.0
CHEMBL464529,COc1cc2c3c(c1OC)-c1ccccc1C[C@H]3N(C)CC2,14830.0
CHEMBL12089,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],17100.0
CHEMBL12089,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],38600.0
CHEMBL5592860,COc1ccc2c(c1)N(CCCCCN1CCC3(CCN(C)CC3)CC1)c1ncccc1S2,10000.0
CHEMBL5595359,CN1CCN(CCCCCN2c3cc(Cl)ccc3Sc3cccnc32)CC1.Cl.Cl,2786.0
CHEMBL1713,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,17.98
CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,12.98
CHEMBL5619208,O=c1ccc2ccc(CCCCCN3CCN(c4cccc5sncc45)CC3)cc2[nH]1,8.5
CHEMBL1232461,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,100000.0
CHEMBL2017291,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,100000.0
CHEMBL8514,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,2.7
CHEMBL4594422,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(NC)cc1OC,8.9
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.6
CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1.5
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,7100.0
CHEMBL4594422,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(NC)cc1OC,8.2
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,10.4
CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,8.5
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,2800.0
CHEMBL5949626,O=C1Cc2cc(CCN3CCN(c4cccc5c4CCS5)CC3)c(Cl)cc2N1,56.9
CHEMBL4087246,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4c3CCS4)CC1)CCCC2O,11.8
CHEMBL4083333,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2,2.61
CHEMBL4102670,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2O,5.43
CHEMBL4102670,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2O,6.89
CHEMBL4102670,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2O,21.0
CHEMBL4103509,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2=O,57.0
CHEMBL4104261,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2F,3.32
CHEMBL5984307,O=C1Cc2cc(CCN3CCN(c4cccc5sccc45)CC3)ccc2N1,8.83
CHEMBL6035657,O=c1ccc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,7.06
CHEMBL5765721,O=c1ccc2ccc(CCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,10.2
CHEMBL5995642,O=C1Cc2cc(CCN3CCN(c4cccc5sccc45)CC3)c(Cl)cc2N1,12.9
CHEMBL4116465,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCC=C2,16.7
CHEMBL5865978,Cc1nc2c(OCc3ccccc3)cccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,20.7
CHEMBL4102561,Cc1nc2c(O)cccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,26.7
CHEMBL5771063,O=C1CCc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,8.62
CHEMBL5985170,O=C1CCc2cc(Cl)c(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,81.2
CHEMBL5920687,Cc1nc2ccc(CCCCCN3CCN(c4cccc5sccc45)CC3)cc2c(=O)[nH]1,50.7
CHEMBL5810422,O=c1ccc2ccc(CCN3CCN(c4cccc5c4CCS5)CC3)cc2[nH]1,85.1
CHEMBL5750687,Cc1ncsc1CCN1CCN(c2cccc3sccc23)CC1,482.0
CHEMBL5967130,O=c1[nH]c2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,19.5
CHEMBL4116744,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2(F)F,3.51
CHEMBL6058232,O=c1[nH]c2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2s1,48.8
CHEMBL5839359,O=C1COc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,34.2
CHEMBL5830827,O=C1CSc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,92.7
CHEMBL5881637,O=c1ccc2ccc(CCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,35.6
CHEMBL5827903,O=c1[nH]cnc2ccc(CCCCCN3CCN(c4cccc5sccc45)CC3)cc12,324.0
CHEMBL5803897,O=c1[nH]c(CCN2CCN(c3cccc4sccc34)CC2)nc2ccccc12,216.0
CHEMBL4094926,Cc1nc2n(c(=O)c1CCN1CCC(c3cccc4sccc34)CC1)CCCC2O,75.4
CHEMBL5807174,O=C1Cc2cc(CCN3CCC(c4cccc5sccc45)CC3)c(Cl)cc2N1,51.9
CHEMBL5849312,O=C1Cc2c(CCN3CCN(c4cccc5sccc45)CC3)cccc2N1,69.8
CHEMBL4091554,Cc1nc2n(c(=O)c1CCN1CCN(c3cncc4sccc34)CC1)CCCC2O,960.0
CHEMBL5927943,O=C1Cc2cc(CCN3CCN(c4cncc5sccc45)CC3)c(Cl)cc2N1,270.0
CHEMBL5856131,O=c1ccc2ccc(CCN3CCN(c4cncc5sccc45)CC3)cc2[nH]1,241.0
CHEMBL4079251,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2Cl,5.49
CHEMBL5914239,O=c1ccc2ccc(CCN3CCN(c4cccc5sc(F)cc45)CC3)cc2[nH]1,8.4
CHEMBL5891578,c1ccc2[nH]c(CN3CCN(c4cccc5sccc45)CC3)nc2c1,101.0
CHEMBL5901665,c1cc(N2CCN(CCc3ccc4ncsc4c3)CC2)c2ccsc2c1,26.7
CHEMBL5988023,O=C1CCc2ccc(CCN3CCN(c4cccc5sc(F)cc45)CC3)cc2N1,2.94
CHEMBL5900385,O=C1CCc2cc(CCN3CCN(c4cccc5sc(F)cc45)CC3)ccc2N1,7.76
CHEMBL5836244,O=C1COc2cc(F)c(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,61.7
CHEMBL6028182,O=c1[nH]c2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2o1,5.46
CHEMBL6040679,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5sccc45)CC3)c2c1,79.7
CHEMBL6018186,O=C1COc2c(F)cc(CCCCN3CCN(c4cccc5sccc45)CC3)cc2N1,13.2
CHEMBL5851827,O=C1CCc2cc(CCCCN3CCN(c4cccc5sc(F)cc45)CC3)ccc2N1,1.06
CHEMBL5996307,O=c1[nH]c2ccc(CCN3CCN(c4cccc5sc(F)cc45)CC3)cc2[nH]1,6.91
CHEMBL5766708,O=C1COc2ccc(CCN3CCN(c4cc(F)cc5sccc45)CC3)cc2N1,45.6
CHEMBL5945545,O=C1Cc2cc(CCN3CCN(c4cccc5sc(F)cc45)CC3)ccc2N1,3.87
CHEMBL5763558,Cc1nc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2c(=O)[nH]1,25.1
CHEMBL5916019,O=S1(=O)NCCc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc21,14.3
CHEMBL6048629,O=C1Cc2cc(CCN3CCC(c4cccc5sccc45)CC3)ccc2N1,10.9
CHEMBL5885759,O=C1CCc2ccc(CCN3CCC(c4cccc5sccc45)CC3)cc2N1,10.4
CHEMBL5774536,O=C1Cc2cc(CCN3CCN(c4cc(F)cc5sccc45)CC3)ccc2N1,10.9
CHEMBL6007113,O=C1CCc2ccc(CCN3CCN(c4cc(F)cc5sccc45)CC3)cc2N1,5.32
CHEMBL5785243,Cn1c(=O)[nH]c2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc21,23.5
CHEMBL6014626,Cn1c(=O)n(C)c2cc(CCN3CCN(c4cccc5sccc45)CC3)ccc21,9.24
CHEMBL5979432,Cn1c(=O)[nH]c2cc(CCN3CCN(c4cccc5sccc45)CC3)ccc21,215.0
CHEMBL5770003,COc1cc2c(N3CCN(CCc4ccc5c(c4)CCC(=O)N5)CC3)cccc2s1,8.06
CHEMBL5885838,Cc1nc2n(c(=O)c1CCN1CCN(c3cc(F)cc4sccc34)CC1)CCCC2,10.4
CHEMBL5909924,O=C1COc2ccc(CCN3CCC(c4cccc5sccc45)CC3)cc2N1,6.81
CHEMBL5832082,O=C1CCc2cc(CCN3CCC(c4cccc5sccc45)CC3)ccc2N1,12.4
CHEMBL4117823,Cc1nc2n(c(=O)c1CCN1CCC(c3cccc4sccc34)CC1)CCCC2,10.4
CHEMBL5923077,O=C1Cc2cc(CCCCN3CCN(c4cccc5sc(F)cc45)CC3)ccc2N1,1.84
CHEMBL5836576,O=c1ccc2ccc(CCN3CCN(c4cc(F)cc5sccc45)CC3)cc2[nH]1,106.0
CHEMBL5753450,O=C1CCc2cc(CCCCN3CCC(c4cccc5sccc45)CC3)ccc2N1,98.8
CHEMBL6054287,COc1ccc2[nH]cc(CCN3CCN(c4cccc5sccc45)CC3)c2c1,441.0
CHEMBL5828214,COc1ccc2[nH]cc(CCCN3CCN(c4cccc5sccc45)CC3)c2c1,543.0
CHEMBL5830707,COc1ccc2[nH]cc(CCCCN3CCN(c4cccc5sccc45)CC3)c2c1,8.43
CHEMBL5997477,N#Cc1ccc2[nH]cc(CCCN3CCN(c4cccc5sccc45)CC3)c2c1,21.7
CHEMBL5960725,N#Cc1ccc2[nH]cc(CCN3CCN(c4cccc5sccc45)CC3)c2c1,243.0
CHEMBL6020218,CC(=O)n1cc(CCCCN2CCN(c3cccc4sccc34)CC2)c2cc(C#N)ccc21,57.6
CHEMBL5890339,O=C1CCc2cc(CCCCN3CCN(c4cccc5sccc45)CC3)ccc2N1,23.9
CHEMBL5787863,O=C1Cc2cc(CCCCN3CCN(c4cccc5sccc45)CC3)ccc2N1,28.1
CHEMBL5858241,O=C1Cc2cc(CCN3CCN(c4cccc5sc(F)cc45)CC3)c(Cl)cc2N1,61.0
CHEMBL6001202,CN1C(=O)COc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc21,26.9
CHEMBL5808279,CN1C(=O)CCc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc21,29.3
CHEMBL5975067,Nc1nc2cc(CCN3CCN(c4cccc5sccc45)CC3)ccc2s1,5.97
CHEMBL5792875,Nc1nc2cccc(CCN3CCN(c4cccc5sccc45)CC3)c2s1,6.02
CHEMBL5874145,CC(=O)Nc1nc2cc(CCN3CCN(c4cccc5sccc45)CC3)ccc2s1,119.0
CHEMBL5792929,CC(=O)Nc1nc2cccc(CCN3CCN(c4cccc5sccc45)CC3)c2s1,4.69
CHEMBL6060077,Nc1nc2c(CCN3CCN(c4cccc5sccc45)CC3)cccc2s1,229.0
CHEMBL5816572,CC(=O)Nc1nc2c(CCN3CCN(c4cccc5sccc45)CC3)cccc2s1,216.0
CHEMBL5960228,CC(=O)N1CC(CCN2CCN(c3cccc4sccc34)CC2)c2ccccc21,121.0
CHEMBL5991179,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sc(F)cc34)CC1)CCCC2O,191.0
CHEMBL5758208,O=C1Nc2ccccc2OC1CCN1CCN(c2cccc3sccc23)CC1,114.0
CHEMBL6045417,S=C1CCc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,10.9
CHEMBL5925470,O=C1N[C@@H]2[C@@H](CS[C@@H]2CCCCCN2CCN(c3cccc4sccc34)CC2)N1,37.9
CHEMBL5762563,O=C1COc2ccc(CCCCN3CCN(c4cccc5sccc45)CC3)cc2N1,30.2
CHEMBL5804051,c1cc(N2CCN(CCCCc3nnnn3C3CCCCC3)CC2)c2ccsc2c1,9.4
CHEMBL5742054,O=C1COc2c(F)cc(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,79.6
CHEMBL5866977,COC(CN1CCN(c2cccc3sccc23)CC1)c1cccc2c1OCC(=O)N2,65.8
CHEMBL5757494,O=C1Cc2cc(C(O)CN3CCN(c4cccc5sccc45)CC3)ccc2N1,192.0
CHEMBL5925148,O=C1CCc2ccc(C(O)CCCCN3CCN(c4cccc5sccc45)CC3)cc2N1,4.54
CHEMBL5904347,CC(=O)Nc1nc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2s1,3.8
CHEMBL6045510,Nc1nc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2s1,2.01
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,13.3
CHEMBL6035657,O=c1ccc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,3.39
CHEMBL5765721,O=c1ccc2ccc(CCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,2.06
CHEMBL5771063,O=C1CCc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,2.23
CHEMBL5850619,O=C1CCc2ccc(CCCCN3CCN(c4cccc5sccc45)CC3)cc2N1,2.16
CHEMBL5967130,O=c1[nH]c2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,0.384
CHEMBL5914239,O=c1ccc2ccc(CCN3CCN(c4cccc5sc(F)cc45)CC3)cc2[nH]1,0.48
CHEMBL5988023,O=C1CCc2ccc(CCN3CCN(c4cccc5sc(F)cc45)CC3)cc2N1,0.242
CHEMBL5900385,O=C1CCc2cc(CCN3CCN(c4cccc5sc(F)cc45)CC3)ccc2N1,0.092
CHEMBL6018186,O=C1COc2c(F)cc(CCCCN3CCN(c4cccc5sccc45)CC3)cc2N1,0.672
CHEMBL5851827,O=C1CCc2cc(CCCCN3CCN(c4cccc5sc(F)cc45)CC3)ccc2N1,0.32
CHEMBL5996307,O=c1[nH]c2ccc(CCN3CCN(c4cccc5sc(F)cc45)CC3)cc2[nH]1,0.219
CHEMBL5945545,O=C1Cc2cc(CCN3CCN(c4cccc5sc(F)cc45)CC3)ccc2N1,1.2
CHEMBL5885759,O=C1CCc2ccc(CCN3CCC(c4cccc5sccc45)CC3)cc2N1,7.4
CHEMBL5923077,O=C1Cc2cc(CCCCN3CCN(c4cccc5sc(F)cc45)CC3)ccc2N1,1.3
CHEMBL5991179,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sc(F)cc34)CC1)CCCC2O,3.53
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,100000.0
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,10.1
CHEMBL4594422,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(NC)cc1OC,8.9
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.6
CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1.5
CHEMBL253391,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,7100.0
CHEMBL4594422,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(NC)cc1OC,8.2
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,10.4
CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,8.5
CHEMBL253391,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,2800.0
CHEMBL6004129,COc1ccccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CO3)CC1,0.98
CHEMBL5095172,O=C1COc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1.96
CHEMBL5830671,COc1ccc(C2CC(=O)c3c(O)cc(OCCCCN4CCN(c5ccccc5OC)CC4)cc3O2)cc1,205.0
CHEMBL6023119,COc1ccccc1N1CCN(CCCCOc2cc(O)c3c(c2)OC(c2ccc(C)cc2)CC3=O)CC1,346.0
CHEMBL5931917,COc1ccccc1N1CCN(CCCCOc2cc(O)c3c(c2)OC(c2ccc(F)cc2)CC3=O)CC1,57.3
CHEMBL5787419,COc1ccc(C2CC(=O)c3c(O)cc(OCCCN4CCN(c5ccccc5OC)CC4)cc3O2)cc1,220.0
CHEMBL5903522,COc1ccc(C2CC(=O)c3c(O)cc(OCCCCN4CCC(c5noc6cc(F)ccc56)CC4)cc3O2)cc1,51.3
CHEMBL5901723,O=C1CC(c2ccc(F)cc2)Oc2cc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc(O)c21,87.7
CHEMBL5981173,COc1ccc(C2CC(=O)c3c(O)cc(OCCCN4CCC(c5noc6cc(F)ccc56)CC4)cc3O2)cc1,116.0
CHEMBL5798159,O=C(NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1)C1CCC(F)(F)CC1,1144.0
CHEMBL5766436,O=C(NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1)C1CCCOC1,10000.0
CHEMBL5817624,Cc1cccc(C2CCN(CCNC(=O)C3CC4CCC3O4)CC2)n1,10000.0
CHEMBL6009219,Cc1cccc(C2CCN(CCNC(=O)C3CCC(F)(F)CC3)CC2)n1,10000.0
CHEMBL5909593,COCC(C)(C)C(=O)NCCN1CCC(c2cccc(C)n2)CC1,10000.0
CHEMBL5766304,COCC(C)(C)C(=O)NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1,10000.0
CHEMBL6033750,COCC1(C(=O)NCCN2CCC(c3cccc(C(F)(F)F)n3)CC2)CC1,10000.0
CHEMBL5926623,Cc1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,10000.0
CHEMBL5742873,CC(C)(C)C(=O)NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1,2443.0
CHEMBL5784881,Cc1cccc(C2CCN(CCNC(=O)C(C)(C)C)CC2)n1,10000.0
CHEMBL6051413,O=C(NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1)C1CCOCC1,10000.0
CHEMBL6030256,O=C(NCCN1CC=C(c2cccc(C(F)(F)F)n2)CC1)C1CCC(F)(F)CC1,357.0
CHEMBL5789899,Cc1cccc(C2=CCN(CCNC(=O)[C@H]3C[C@@H]4CC[C@H]3O4)CC2)n1,10000.0
CHEMBL6064944,Cc1cccc(C2=CCN(CCNC(=O)C3CCC(F)(F)CC3)CC2)n1,2438.0
CHEMBL6061458,Cc1cccc(C2CCN(CCNC(=O)C3CCCOC3)CC2)n1,10000.0
CHEMBL5962159,O=C(NCCN1CC=C(c2cccc(C(F)(F)F)n2)CC1)C1CCCOC1,1688.0
CHEMBL5878087,COCC(C)(C)C(=O)NCCN1CC=C(c2cccc(C)n2)CC1,10000.0
CHEMBL5817080,COCC(C)(C)C(=O)NCCN1CC=C(c2cccc(C(F)(F)F)n2)CC1,2209.0
CHEMBL5871654,O=C(NCCN1CC=C(c2cccc(C(F)(F)F)n2)CC1)C1CCOCC1,10000.0
CHEMBL5773895,Cc1cccc(C2=CCN(CCNC(=O)C3CCCCO3)CC2)n1,10000.0
CHEMBL5947240,O=C(NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1)[C@H]1C[C@@H]2CC[C@H]1O2,2170.0
CHEMBL5756186,Cc1cccc(C2CCN(CCNC(=O)C3CCOC3)CC2)n1,10000.0
CHEMBL6003636,O=C(NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1)C1CCOC1,10000.0
CHEMBL5840994,Cc1cccc(C2CCN(CCNC(=O)C3CCCO3)CC2)n1,10000.0
CHEMBL5769381,O=C(NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1)C1CCCO1,3327.0
CHEMBL5888905,CO[C@H]1CC[C@H](C(=O)NCCN2CCC(c3cccc(C)n3)CC2)CC1,10000.0
CHEMBL6001722,CO[C@H]1CC[C@H](C(=O)NCCN2CCC(c3cccc(C(F)(F)F)n3)CC2)CC1,10000.0
CHEMBL5950738,O=C(NCCN1CCC(c2cccc(OC(F)(F)F)n2)CC1)C1CCOCC1,2472.0
CHEMBL5823916,Cc1cccc(C2=CCN(CCNC(=O)C3CCOCC3)CC2)n1,10000.0
CHEMBL5911465,Cc1cccc(C2=CCN(CCNC(=O)C(C)(C)C)CC2)n1,10000.0
CHEMBL5853768,CC(C)(C)C(=O)NCCN1CC=C(c2cccc(C(F)(F)F)n2)CC1,1280.0
CHEMBL5951076,O=C(NCCN1CCC(c2cccc(F)n2)CC1)C1CCOCC1,10000.0
CHEMBL5956985,COc1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,10000.0
CHEMBL5917824,O=C(NCCN1CCC(c2cccc(C(F)F)n2)CC1)C1CCOCC1,10000.0
CHEMBL6005497,N#Cc1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,10000.0
CHEMBL6051037,Nc1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,10000.0
CHEMBL6047196,CNc1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,10000.0
CHEMBL5771610,CN(C)c1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,10000.0
CHEMBL4476784,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,50000.0
CHEMBL4574338,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccccc2)CC1,535.0
CHEMBL4470996,O=C(c1cc2ccccc2s1)N1CCN(CCOc2cccnc2)CC1,2100.0
CHEMBL4471623,COc1cccc(OCCN2CCN(C(=O)c3nc4ccccc4[nH]3)CC2)c1,2000.0
CHEMBL4472566,COc1cccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c1,100000.0
CHEMBL4456795,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccc(F)cc2)CC1,9700.0
CHEMBL4550539,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccc3[nH]ccc3c2)CC1,440.0
CHEMBL4460818,COc1ccc(OCCN2CCN(C(=O)c3cc4c(C)cccc4[nH]3)CC2)cc1,744.0
CHEMBL4472813,COc1ccc(OCCN2CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)cc1,4600.0
CHEMBL1700053,COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,14000.0
CHEMBL4449219,COc1ccc(C(=O)N2CCN(CCOc3ccccc3OC)CC2)cc1,9000.0
CHEMBL4436562,CCc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,50000.0
CHEMBL5947187,CCc1ccc(OCCN2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1,10000.0
CHEMBL5902860,COc1ccc(OCCN2CCN(C(=O)c3ccc(OC(F)(F)F)cc3)CC2)cc1,50000.0
CHEMBL5889793,COc1ccc(C(=O)N2CCN(CCOc3ccc(OC)c(OC)c3)CC2)cc1,100000.0
CHEMBL4450129,COc1ccc(C(=O)N2CCN(CCOc3ccc4c(c3)OCO4)CC2)cc1,10000.0
CHEMBL4563661,COc1ccc(C(=O)N2CCN(CCOc3cccnc3)CC2)cc1,100000.0
CHEMBL4471690,COc1ccc(OCCN2CCN(C(=O)c3ccccc3)CC2)cc1,50000.0
CHEMBL4526308,COc1ccc(OCCN2CCN(C(=O)c3ccccc3OC)CC2)cc1,100000.0
CHEMBL4526466,COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cn3)CC2)cc1,100000.0
CHEMBL4548345,COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(OC)c4[nH]3)CC2)cc1,100000.0
CHEMBL4589125,COc1ccc(OCCN2CCN(C(=O)c3cc4cc(OC)ccc4[nH]3)CC2)cc1,100000.0
CHEMBL6061497,COc1ccc(OCCN2CCN(C(=O)C3Cc4c(cccc4OC)N3)CC2)cc1,100000.0
CHEMBL4542423,COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(C)c4[nH]3)CC2)cc1,100000.0
CHEMBL4514648,COc1ccc(OCCN2CCN(C(=O)c3cc4cc(C)ccc4[nH]3)CC2)cc1,100000.0
CHEMBL4460818,COc1ccc(OCCN2CCN(C(=O)c3cc4c(C)cccc4[nH]3)CC2)cc1,744.0
CHEMBL4587372,COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(Cl)c4[nH]3)CC2)cc1,100000.0
CHEMBL4466748,COc1ccc(OCCN2CCN(C(=O)c3cc4ccc(Cl)cc4[nH]3)CC2)cc1,100000.0
CHEMBL4474192,COc1ccc(OCCN2CCN(C(=O)c3cc4c(Cl)cccc4[nH]3)CC2)cc1,100000.0
CHEMBL4530116,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4n3C)CC2)cc1,16000.0
CHEMBL4575347,COc1ccc(OCCN2CCN(C(=O)c3cc4ccncc4[nH]3)CC2)cc1,100000.0
CHEMBL4455487,COc1ccc(OCCN2CCN(C(=O)c3cc4cnccc4[nH]3)CC2)cc1,100000.0
CHEMBL4443579,COc1ccc(OCCN2CCN(C(=O)c3nc4ccccc4[nH]3)CC2)cc1,50000.0
CHEMBL4472861,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4s3)CC2)cc1,5100.0
CHEMBL4577889,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4o3)CC2)cc1,7700.0
CHEMBL4581806,COc1ccc(OCCN2CCN(C(=O)C3CCCCC3)CC2)cc1,50000.0
CHEMBL1700053,COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,50000.0
CHEMBL4514438,COc1ccc(C(=O)N2CCN(CCOc3cccnc3)CC2)c(C)c1,100000.0
CHEMBL4525545,O=C(c1ccc[nH]1)N1CCN(CCOc2cccnc2)CC1,100000.0
CHEMBL4472566,COc1cccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c1,100000.0
CHEMBL5758557,CSc1cccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c1,100000.0
